Player,Team,Accurate Long Balls per 90,Successful Long Balls (%),Accurate Passes per 90,Pass Success (%),Big Chances Created,Total Assists,Big Chances Missed,Clean Sheets,Goals Conceded,Successful Dribbles per 90,Dribble Success Rate (%),Clearances per 90,Total Clearances,Expected Assists (xA),Actual Assists,Expected Assists per 90,Actual Assists per 90,Expected Goals (xG),Expected Goals on Target (xGOT),Expected Goals per 90,Fouls Committed per 90,Goals Conceded per 90,Total Goals Conceded,Total Goals,Interceptions per 90,Total Interceptions,Shots on Target per 90,Shot Accuracy (%),Blocks per 90,Total Blocks,Penalties Conceded,Total Matches,Penalties Won,Fouls Won per 90,FotMob Rating,Player of the Match Awards,Possessions Won in Final 3rd per 90,Possessions Won Midfield per 90,Saves per 90,Total Saves,Tackles per 90,Tackle Success Rate (%),Assists,Secondary Assists,Goals,Penalties,Chances Created,Chances Created per 90,Shots per 90,Yellow Cards,Minutes,Matches,Country,Shot Conversion Rate (%),Actual Goals,Goals per 90,Red Cards,Pos,Age,Position_Group,Metrics_Available,Metrics_Required,Metric_Coverage,Metric_Coverage_Pct,Tackles per 90 Percentile,Tackle Success Rate (%) Percentile,Interceptions per 90 Percentile,Clearances per 90 Percentile,Blocks per 90 Percentile,Accurate Passes per 90 Percentile,Pass Success (%) Percentile,Accurate Long Balls per 90 Percentile,Successful Long Balls (%) Percentile,Possessions Won Midfield per 90 Percentile,Chances Created per 90 Percentile,Expected Assists per 90 Percentile,Actual Assists per 90 Percentile,Successful Dribbles per 90 Percentile,Goals per 90 Percentile,Expected Goals per 90 Percentile,Shots per 90 Percentile,Shots on Target per 90 Percentile,Shot Accuracy (%) Percentile,Shot Conversion Rate (%) Percentile,Scouting_Score,Defensive_Defender_Tackles_per_90_Pct,Defensive_Defender_Tackle_Success_Rate_(%)_Pct,Defensive_Defender_Interceptions_per_90_Pct,Defensive_Defender_Clearances_per_90_Pct,Defensive_Defender_Blocks_per_90_Pct,Defensive Defender Score,Ball_Playing_Defender_Accurate_Passes_per_90_Pct,Ball_Playing_Defender_Pass_Success_(%)_Pct,Ball_Playing_Defender_Accurate_Long_Balls_per_90_Pct,Ball_Playing_Defender_Successful_Long_Balls_(%)_Pct,Ball Playing Defender Score,Ball_Winning_Midfielder_Tackles_per_90_Pct,Ball_Winning_Midfielder_Interceptions_per_90_Pct,Ball_Winning_Midfielder_Possessions_Won_Midfield_per_90_Pct,Ball Winning Midfielder Score,Creative_Midfielder_Chances_Created_per_90_Pct,Creative_Midfielder_Expected_Assists_per_90_Pct,Creative_Midfielder_Actual_Assists_per_90_Pct,Creative_Midfielder_Accurate_Passes_per_90_Pct,Creative_Midfielder_Successful_Dribbles_per_90_Pct,Creative Midfielder Score,Goal_Scorer_Goals_per_90_Pct,Goal_Scorer_Expected_Goals_per_90_Pct,Goal_Scorer_Shots_per_90_Pct,Goal_Scorer_Shots_on_Target_per_90_Pct,Goal_Scorer_Shot_Accuracy_(%)_Pct,Goal_Scorer_Shot_Conversion_Rate_(%)_Pct,Goal Scorer Score,Creative_Forward_Expected_Assists_per_90_Pct,Creative_Forward_Actual_Assists_per_90_Pct,Creative_Forward_Chances_Created_per_90_Pct,Creative_Forward_Successful_Dribbles_per_90_Pct,Creative Forward Score,Defensive Defender Metrics Available,Defensive Defender Eligible,Ball Playing Defender Metrics Available,Ball Playing Defender Eligible,Ball Winning Midfielder Metrics Available,Ball Winning Midfielder Eligible,Creative Midfielder Metrics Available,Creative Midfielder Eligible,Goal Scorer Metrics Available,Goal Scorer Eligible,Creative Forward Metrics Available,Creative Forward Eligible
Ibrahim Sangaré,Nottingham Forest,,,,,,,1.0,,,,,,,0.4,0.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.6,,,1037,17,CIV,0.0,0.0,,0.0,MF,25.0,Midfielder,1.0,7.0,0.14285714285714285,10.0,,,,,,,,,,,15.686274509803921,,,,,,,,,,,,,,,,,,,,,,,,,,15.686274509803921,,,,,,,,,,,,,,,,,,,,,,0.0,False,1.0,False,,,,
Ibrahima Konaté,Liverpool,2.7,43.1,73.0,88.0,1.0,0.0,,,,0.3,85.7,2.9,51.0,0.5,0.0,0.03,0.0,0.8,0.5,0.05,1.4,,,,1.1,20.0,0.1,18.2,0.7,12.0,,,,,7.16,0.0,0.1,2.5,,,1.3,61.1,,,,,8.0,0.5,0.6,3.0,1571,22,FRA,0.0,0.0,0.0,1.0,DF,24.0,Defender,9.0,7.0,1.2857142857142858,100.0,69.04761904761905,54.761904761904766,62.38095238095238,56.19047619047619,62.38095238095238,92.85714285714286,78.0952380952381,74.28571428571429,58.0952380952381,,,,,,,,,,,,67.6,69.04761904761905,54.761904761904766,62.38095238095238,56.19047619047619,62.38095238095238,61.0,92.85714285714286,78.0952380952381,74.28571428571429,58.0952380952381,75.8,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Idrissa Gana Gueye,Everton,1.0,42.3,35.8,85.6,1.0,0.0,,,,0.5,50.0,0.8,16.0,0.8,0.0,0.04,0.0,1.3,2.8,0.06,1.7,,,4.0,1.3,28.0,0.3,26.9,0.3,7.0,,,,,7.24,2.0,0.8,4.4,,,2.1,60.3,,,4.0,0.0,15.0,0.7,1.2,8.0,1892,25,SEN,15.4,4.0,0.19,0.0,MF,33.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,94.6236559139785,,83.33333333333334,,,50.53763440860215,61.29032258064516,22.58064516129032,,98.9247311827957,24.019607843137255,12.903225806451612,17.741935483870968,27.956989247311824,,,,,,,49.4,,,,,,,,,,,,94.6236559139785,83.33333333333334,98.9247311827957,92.3,24.019607843137255,12.903225806451612,17.741935483870968,50.53763440860215,27.956989247311824,26.6,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Igor,Brighton and Hove Albion,1.3,46.9,73.0,93.6,1.0,0.0,,,,0.9,76.2,2.5,45.0,0.5,0.0,0.03,0.0,0.3,,0.02,1.2,,,,0.8,14.0,,,0.5,9.0,,,,,6.89,0.0,0.2,3.0,,,1.0,72.0,,,,,7.0,0.4,0.3,4.0,1636,24,BRA,0.0,0.0,0.0,0.0,DF,25.0,Defender,9.0,7.0,1.2857142857142858,100.0,44.285714285714285,97.14285714285714,22.857142857142858,37.61904761904762,45.23809523809524,92.85714285714286,96.19047619047619,26.666666666666668,69.52380952380952,,,,,,,,,,,,59.2,44.285714285714285,97.14285714285714,22.857142857142858,37.61904761904762,45.23809523809524,49.4,92.85714285714286,96.19047619047619,26.666666666666668,69.52380952380952,71.3,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Illia Zabarnyi,Bournemouth,3.5,39.2,39.7,81.6,,,2.0,,,0.2,81.8,3.7,138.0,0.6,0.0,0.02,0.0,1.1,1.0,0.03,0.6,,,1.0,0.9,33.0,0.1,37.5,0.9,34.0,,,,,6.67,0.0,0.0,1.7,,,0.9,54.2,,,1.0,0.0,7.0,0.2,0.2,5.0,3330,37,UKR,12.5,1.0,0.03,0.0,DF,20.0,Defender,9.0,7.0,1.2857142857142858,100.0,34.76190476190476,23.809523809523807,35.23809523809524,68.57142857142857,78.57142857142857,50.476190476190474,45.714285714285715,86.66666666666667,43.333333333333336,,,,,,,,,,,,51.9,34.76190476190476,23.809523809523807,35.23809523809524,68.57142857142857,78.57142857142857,48.2,50.476190476190474,45.714285714285715,86.66666666666667,43.333333333333336,56.5,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Issa Diop,Fulham,,,,,,,,,,,,,,0.4,0.0,,,0.3,0.3,,,,,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,2.0,1425,18,FRA,,0.0,,1.0,DF,26.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Issa Kaboré,Luton Town,0.8,31.9,21.4,76.0,5.0,2.0,,,,0.9,50.0,2.4,46.0,1.9,2.0,0.1,0.1,0.2,0.1,0.01,1.4,,,,0.8,16.0,0.1,16.7,0.6,11.0,,,,,6.74,0.0,0.3,1.7,,,1.5,53.8,2.0,1.9,,,16.0,0.8,0.3,7.0,1732,24,BFA,0.0,0.0,0.0,0.0,DF,22.0,Defender,9.0,7.0,1.2857142857142858,100.0,83.33333333333334,20.952380952380953,22.857142857142858,33.33333333333333,54.761904761904766,3.8095238095238098,14.285714285714285,5.714285714285714,15.238095238095239,,,,,,,,,,,,28.3,83.33333333333334,20.952380952380953,22.857142857142858,33.33333333333333,54.761904761904766,43.0,3.8095238095238098,14.285714285714285,5.714285714285714,15.238095238095239,9.8,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Ivan Toney,Brentford,,,,,3.0,2.0,11.0,,,,,,,1.4,2.0,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.4,4.0,0.0,12.0,0.7,,,1449,17,ENG,7.8,4.0,,0.0,FW,27.0,Forward,2.0,7.0,0.2857142857142857,20.0,,,,,,,,,,,8.024691358024691,,,,,,,,,13.580246913580247,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.580246913580247,,,,8.024691358024691,,,,,,,,,,,1.0,False,1.0,False
Jack Grealish,Manchester City,1.1,75.0,43.4,87.7,3.0,1.0,,,,1.6,62.1,0.4,4.0,2.8,1.0,0.25,0.1,2.1,2.2,0.19,0.5,,,3.0,0.5,6.0,0.4,22.7,0.2,2.0,,,,,,,0.9,1.8,,,0.7,61.5,1.0,2.8,3.0,0.0,26.0,2.3,2.0,7.0,1003,20,ENG,13.6,3.0,0.27,0.0,"FW,MF",27.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,92.5925925925926,90.50632911392405,32.91139240506329,65.82278481012658,37.9746835443038,15.18987341772152,22.151898734177212,1.89873417721519,1.2658227848101267,47.53086419753087,40.8,,,,,,,,,,,,,,,,,,,,,,37.9746835443038,15.18987341772152,22.151898734177212,1.89873417721519,1.2658227848101267,47.53086419753087,21.0,90.50632911392405,32.91139240506329,92.5925925925926,65.82278481012658,70.5,,,,,,,,,6.0,True,4.0,True
Jack Harrison,Everton,0.6,30.4,15.7,72.7,5.0,3.0,3.0,,,1.2,42.6,0.9,21.0,3.3,3.0,0.13,0.1,3.6,3.0,0.14,0.8,,,3.0,0.5,12.0,0.4,26.5,0.2,5.0,,,,,6.85,1.0,0.7,2.3,,,0.9,59.5,3.0,3.3,3.0,0.0,28.0,1.1,1.4,1.0,2219,29,ENG,8.8,3.0,0.12,0.0,"MF,FW",26.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,27.419354838709676,,17.20430107526882,,,3.225806451612903,5.376344086021505,12.365591397849462,,30.64516129032258,51.470588235294116,63.97849462365591,51.61290322580645,76.34408602150538,,,,,,,34.0,,,,,,,,,,,,27.419354838709676,17.20430107526882,30.64516129032258,25.1,51.470588235294116,63.97849462365591,51.61290322580645,3.225806451612903,76.34408602150538,49.3,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Jack Robinson,Sheffield United,2.2,36.5,25.6,77.3,1.0,1.0,2.0,,,0.2,62.5,4.0,127.0,1.0,1.0,0.03,0.0,1.2,2.5,0.04,0.6,,,1.0,1.0,33.0,0.2,42.9,1.0,33.0,,,,,6.38,0.0,0.0,1.2,,,0.9,65.1,1.0,1.0,1.0,0.0,12.0,0.4,0.4,10.0,2885,34,ENG,7.1,1.0,0.03,0.0,DF,29.0,Defender,9.0,7.0,1.2857142857142858,100.0,34.76190476190476,77.14285714285715,49.523809523809526,77.14285714285715,87.14285714285714,15.238095238095239,21.904761904761905,62.857142857142854,30.952380952380953,,,,,,,,,,,,50.7,34.76190476190476,77.14285714285715,49.523809523809526,77.14285714285715,87.14285714285714,65.1,15.238095238095239,21.904761904761905,62.857142857142854,30.952380952380953,32.7,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Jacob Brown,Luton Town,0.4,16.7,11.4,56.3,1.0,0.0,3.0,,,0.5,27.3,1.5,17.0,0.4,0.0,0.04,0.0,2.8,1.5,0.25,1.7,,,2.0,0.7,8.0,0.6,26.9,0.1,1.0,,,,,6.49,0.0,1.1,1.7,,,1.1,63.2,,,2.0,0.0,8.0,0.7,2.3,4.0,1020,19,SCO,7.7,2.0,0.18,0.0,"MF,FW",25.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,47.8494623655914,,35.483870967741936,,,1.0752688172043012,1.0752688172043012,5.376344086021505,,8.60215053763441,24.019607843137255,12.903225806451612,17.741935483870968,27.956989247311824,,,,,,,18.2,,,,,,,,,,,,47.8494623655914,35.483870967741936,8.60215053763441,30.6,24.019607843137255,12.903225806451612,17.741935483870968,1.0752688172043012,27.956989247311824,16.7,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Jacob Bruun Larsen,Burnley,1.0,66.7,25.3,76.8,1.0,0.0,4.0,,,1.4,39.2,1.5,21.0,1.8,0.0,0.13,0.0,5.0,4.7,0.36,0.9,,,6.0,0.5,7.0,1.2,36.4,0.1,2.0,,,,,6.68,0.0,0.6,2.2,,,0.3,44.4,,,6.0,1.0,25.0,1.8,3.2,1.0,1248,32,DEN,13.6,6.0,0.43,0.0,"MF,FW",24.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,2.1505376344086025,,17.20430107526882,,,20.43010752688172,10.75268817204301,22.58064516129032,,24.193548387096776,80.3921568627451,63.97849462365591,17.741935483870968,85.48387096774194,,,,,,,34.5,,,,,,,,,,,,2.1505376344086025,17.20430107526882,24.193548387096776,14.5,80.3921568627451,63.97849462365591,17.741935483870968,20.43010752688172,85.48387096774194,53.6,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Jacob Murphy,Newcastle United,0.5,25.0,23.4,73.6,10.0,7.0,3.0,,,1.0,50.0,1.0,13.0,3.4,7.0,0.26,0.5,2.2,2.3,0.16,0.5,,,3.0,0.5,6.0,0.8,33.3,,,,,,,,,0.9,2.4,,,0.8,50.0,7.0,3.4,3.0,0.0,31.0,2.3,2.3,1.0,1193,21,ENG,10.0,3.0,0.23,0.0,"FW,DF",28.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,92.5925925925926,93.0379746835443,98.73417721518987,30.37974683544304,24.68354430379747,8.227848101265822,45.56962025316456,25.949367088607595,17.088607594936708,27.77777777777778,46.4,,,,,,,,,,,,,,,,,,,,,,24.68354430379747,8.227848101265822,45.56962025316456,25.949367088607595,17.088607594936708,27.77777777777778,24.9,93.0379746835443,98.73417721518987,92.5925925925926,30.37974683544304,78.7,,,,,,,,,6.0,True,4.0,True
Jakub Kiwior,Arsenal,2.0,50.0,44.5,85.8,1.0,3.0,3.0,,,0.2,66.7,2.3,24.0,0.6,3.0,0.06,0.3,0.8,0.4,0.08,1.0,,,1.0,0.8,8.0,0.3,50.0,0.3,3.0,,,,,,,0.1,1.6,,,1.1,60.0,3.0,0.6,1.0,0.0,6.0,0.6,0.6,1.0,945,20,POL,16.7,1.0,0.1,0.0,DF,23.0,Defender,9.0,7.0,1.2857142857142858,100.0,52.85714285714286,49.523809523809526,22.857142857142858,28.095238095238095,20.952380952380953,60.0,63.8095238095238,57.14285714285714,76.19047619047619,,,,,,,,,,,,47.9,52.85714285714286,49.523809523809526,22.857142857142858,28.095238095238095,20.952380952380953,34.9,60.0,63.8095238095238,57.14285714285714,76.19047619047619,64.3,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Jamaal Lascelles,Newcastle United,,,,,,,1.0,,,,,,,0.1,0.0,,,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,0.2,,,1080,16,ENG,16.7,1.0,,0.0,DF,29.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
James Garner,Everton,1.4,53.5,27.6,82.8,7.0,2.0,1.0,,,0.6,54.3,1.3,45.0,3.7,2.0,0.11,0.1,2.8,1.8,0.08,1.2,,,1.0,1.3,45.0,0.3,26.8,0.4,14.0,,,,,7.15,1.0,0.8,2.9,,,1.3,53.0,2.0,3.7,1.0,0.0,44.0,1.3,1.2,7.0,3005,37,ENG,2.4,1.0,0.03,0.0,MF,22.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,61.82795698924731,,83.33333333333334,,,25.806451612903224,44.086021505376344,43.54838709677419,,61.82795698924731,60.29411764705882,55.376344086021504,51.61290322580645,36.02150537634409,,,,,,,52.4,,,,,,,,,,,,61.82795698924731,83.33333333333334,61.82795698924731,69.0,60.29411764705882,55.376344086021504,51.61290322580645,25.806451612903224,36.02150537634409,45.8,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
James Maddison,Tottenham Hotspur,1.8,62.3,49.2,87.4,11.0,9.0,4.0,,,1.3,48.5,0.3,8.0,6.3,9.0,0.26,0.4,6.4,7.5,0.27,0.9,,,4.0,0.5,13.0,1.0,39.7,0.1,3.0,,,,,7.59,2.0,0.8,1.2,,,0.8,57.6,9.0,6.3,4.0,0.0,67.0,2.8,2.4,5.0,2152,28,ENG,6.9,4.0,0.17,0.0,MF,26.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,22.043010752688172,,17.20430107526882,,,69.89247311827957,72.04301075268818,59.67741935483871,,1.0752688172043012,95.09803921568627,93.54838709677419,98.38709677419355,82.25806451612904,,,,,,,61.1,,,,,,,,,,,,22.043010752688172,17.20430107526882,1.0752688172043012,13.4,95.09803921568627,93.54838709677419,98.38709677419355,69.89247311827957,82.25806451612904,87.8,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
James McAtee,Sheffield United,0.3,28.0,17.3,72.0,4.0,3.0,2.0,,,1.6,38.8,0.7,15.0,2.1,3.0,0.11,0.1,3.1,3.6,0.15,0.7,,,3.0,0.5,11.0,0.4,34.6,,,,,,,6.63,0.0,0.7,1.8,,,1.0,65.6,3.0,2.1,3.0,1.0,28.0,1.4,1.3,2.0,1828,31,ENG,11.5,3.0,0.15,0.0,"MF,FW",20.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,37.096774193548384,,17.20430107526882,,,4.301075268817205,2.1505376344086025,2.1505376344086025,,10.21505376344086,65.68627450980392,55.376344086021504,51.61290322580645,89.24731182795699,,,,,,,33.5,,,,,,,,,,,,37.096774193548384,17.20430107526882,10.21505376344086,21.5,65.68627450980392,55.376344086021504,51.61290322580645,4.301075268817205,89.24731182795699,53.2,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
James Tarkowski,Everton,4.2,53.4,31.2,77.8,5.0,1.0,4.0,,,0.4,80.0,4.9,186.0,2.7,1.0,0.07,0.0,2.7,1.0,0.07,1.2,,,1.0,1.5,56.0,0.1,20.0,1.5,56.0,1.0,38.0,,,7.13,2.0,0.2,2.0,,,1.1,68.9,1.0,2.7,1.0,0.0,22.0,0.6,0.7,11.0,3419,38,ENG,4.0,1.0,0.03,0.0,DF,30.0,Defender,9.0,7.0,1.2857142857142858,100.0,52.85714285714286,91.42857142857143,91.9047619047619,90.95238095238095,99.04761904761905,31.428571428571427,26.666666666666668,93.33333333333333,80.95238095238095,,,,,,,,,,,,73.2,52.85714285714286,91.42857142857143,91.9047619047619,90.95238095238095,99.04761904761905,85.2,31.428571428571427,26.666666666666668,93.33333333333333,80.95238095238095,58.1,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
James Trafford,Burnley,,,30.3,62.1,,,,2.0,62.0,0.1,100.0,1.4,38.0,0.1,0.0,0.0,0.0,,,,,2.2,62.0,,0.0,1.0,,,,,,,,,6.66,1.0,,,3.8,106.0,0.0,50.0,,,,,,,,,2520,28,ENG,,,,0.0,GK,20.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ward-Prowse,West Ham United,1.5,63.3,39.5,89.6,12.0,7.0,1.0,,,0.3,61.1,1.3,44.0,6.3,7.0,0.19,0.2,6.2,7.3,0.19,0.7,,,7.0,1.1,38.0,0.5,40.9,0.3,9.0,,,,,7.37,4.0,0.4,2.0,,,0.9,64.4,7.0,6.3,7.0,2.0,64.0,1.9,1.3,4.0,3005,37,ENG,15.9,7.0,0.21,0.0,MF,28.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,27.419354838709676,,64.51612903225806,,,59.13978494623656,87.09677419354838,47.8494623655914,,16.129032258064516,81.37254901960785,82.79569892473118,78.49462365591397,12.365591397849462,,,,,,,55.7,,,,,,,,,,,,27.419354838709676,64.51612903225806,16.129032258064516,36.0,81.37254901960785,82.79569892473118,78.49462365591397,59.13978494623656,12.365591397849462,62.8,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Jan Paul van Hecke,Brighton and Hove Albion,3.3,62.9,84.3,92.5,,,2.0,,,0.2,71.4,2.8,74.0,1.1,0.0,0.04,0.0,1.2,1.5,0.05,0.5,,,,1.1,30.0,0.2,40.0,1.0,27.0,1.0,28.0,,,7.05,0.0,0.2,1.4,,,1.0,55.3,,,,,10.0,0.4,0.6,4.0,2368,28,NED,0.0,0.0,0.0,0.0,DF,23.0,Defender,9.0,7.0,1.2857142857142858,100.0,44.285714285714285,27.61904761904762,62.38095238095238,51.42857142857142,87.14285714285714,98.09523809523809,92.85714285714286,83.33333333333334,93.33333333333333,,,,,,,,,,,,71.2,44.285714285714285,27.61904761904762,62.38095238095238,51.42857142857142,87.14285714285714,54.6,98.09523809523809,92.85714285714286,83.33333333333334,93.33333333333333,91.9,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Jarell Quansah,Liverpool,,,,,,,,,,,,,,0.2,0.0,,,1.0,1.8,,,,,,,,,,,,1.0,17.0,,,,,,,,,,,,,2.0,0.0,3.0,0.2,,,1189,17,ENG,,2.0,,0.0,DF,20.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Jarrad Branthwaite,Everton,2.1,40.1,31.7,80.1,1.0,0.0,1.0,,,0.1,71.4,4.5,157.0,1.3,0.0,0.04,0.0,1.8,1.7,0.05,0.7,,,3.0,1.4,50.0,0.1,28.6,1.0,36.0,1.0,35.0,1.0,0.5,7.12,0.0,0.1,2.4,,,0.9,48.5,,,3.0,0.0,4.0,0.1,0.4,8.0,3117,35,ENG,21.4,3.0,0.09,0.0,DF,21.0,Defender,9.0,7.0,1.2857142857142858,100.0,34.76190476190476,8.095238095238095,85.23809523809524,82.85714285714286,87.14285714285714,32.857142857142854,39.04761904761905,60.0,46.666666666666664,,,,,,,,,,,,53.0,34.76190476190476,8.095238095238095,85.23809523809524,82.85714285714286,87.14285714285714,59.6,32.857142857142854,39.04761904761905,60.0,46.666666666666664,44.6,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Jarrod Bowen,West Ham United,0.4,48.1,13.9,75.1,12.0,6.0,13.0,,,1.0,38.2,0.4,12.0,4.8,6.0,0.14,0.2,11.9,16.0,0.35,0.8,,,16.0,0.6,19.0,1.1,44.0,0.1,5.0,,,,,7.25,2.0,0.8,1.4,,,0.8,66.7,6.0,4.8,16.0,0.0,32.0,1.0,2.5,2.0,3020,34,ENG,19.1,16.0,0.48,0.0,FW,26.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,27.77777777777778,56.9620253164557,62.65822784810127,30.37974683544304,74.0506329113924,55.06329113924051,55.06329113924051,61.39240506329114,67.08860759493672,81.48148148148148,57.2,,,,,,,,,,,,,,,,,,,,,,74.0506329113924,55.06329113924051,55.06329113924051,61.39240506329114,67.08860759493672,81.48148148148148,65.7,56.9620253164557,62.65822784810127,27.77777777777778,30.37974683544304,44.4,,,,,,,,,6.0,True,4.0,True
Jason Steele,Brighton and Hove Albion,,,,,,,,2.0,34.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,17,ENG,,,,,GK,32.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Bogle,Sheffield United,1.1,31.8,17.3,69.7,,,1.0,,,0.8,48.1,2.8,86.0,1.2,0.0,0.04,0.0,2.3,2.6,0.07,1.2,,,3.0,1.0,32.0,0.4,34.4,0.4,11.0,,,,,6.59,0.0,0.3,1.4,,,1.2,54.5,,,3.0,0.0,10.0,0.3,1.0,9.0,2792,34,ENG,9.4,3.0,0.1,0.0,DF,23.0,Defender,9.0,7.0,1.2857142857142858,100.0,60.476190476190474,24.761904761904763,49.523809523809526,51.42857142857142,32.857142857142854,0.9523809523809524,1.9047619047619049,18.571428571428573,13.80952380952381,,,,,,,,,,,,28.3,60.476190476190474,24.761904761904763,49.523809523809526,51.42857142857142,32.857142857142854,43.8,0.9523809523809524,1.9047619047619049,18.571428571428573,13.80952380952381,8.8,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Jean-Philippe Mateta,Crystal Palace,0.3,80.0,12.0,73.8,5.0,5.0,7.0,,,1.0,41.0,0.6,14.0,1.3,5.0,0.05,0.2,10.9,13.4,0.43,1.4,,,16.0,0.2,4.0,1.1,63.0,0.2,4.0,,,2.0,0.9,6.95,4.0,1.2,1.5,,,0.6,68.2,5.0,1.3,16.0,2.0,32.0,1.3,1.8,3.0,2283,35,FRA,34.8,16.0,0.63,0.0,FW,26.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,55.55555555555556,9.49367088607595,62.65822784810127,30.37974683544304,86.70886075949366,73.41772151898735,12.025316455696203,61.39240506329114,100.0,100.0,59.2,,,,,,,,,,,,,,,,,,,,,,86.70886075949366,73.41772151898735,12.025316455696203,61.39240506329114,100.0,100.0,72.3,9.49367088607595,62.65822784810127,55.55555555555556,30.37974683544304,39.5,,,,,,,,,6.0,True,4.0,True
