Player,Team,Accurate Long Balls per 90,Successful Long Balls (%),Accurate Passes per 90,Pass Success (%),Big Chances Created,Total Assists,Big Chances Missed,Clean Sheets,Goals Conceded,Successful Dribbles per 90,Dribble Success Rate (%),Clearances per 90,Total Clearances,Expected Assists (xA),Actual Assists,Expected Assists per 90,Actual Assists per 90,Expected Goals (xG),Expected Goals on Target (xGOT),Expected Goals per 90,Fouls Committed per 90,Goals Conceded per 90,Total Goals Conceded,Total Goals,Interceptions per 90,Total Interceptions,Shots on Target per 90,Shot Accuracy (%),Blocks per 90,Total Blocks,Penalties Conceded,Total Matches,Penalties Won,Fouls Won per 90,FotMob Rating,Player of the Match Awards,Possessions Won in Final 3rd per 90,Possessions Won Midfield per 90,Saves per 90,Total Saves,Tackles per 90,Tackle Success Rate (%),Assists,Secondary Assists,Goals,Penalties,Chances Created,Chances Created per 90,Shots per 90,Yellow Cards,Minutes,Matches,Country,Shot Conversion Rate (%),Actual Goals,Goals per 90,Red Cards,Pos,Age,Position_Group,Metrics_Available,Metrics_Required,Metric_Coverage,Metric_Coverage_Pct,Tackles per 90 Percentile,Tackle Success Rate (%) Percentile,Interceptions per 90 Percentile,Clearances per 90 Percentile,Blocks per 90 Percentile,Accurate Passes per 90 Percentile,Pass Success (%) Percentile,Accurate Long Balls per 90 Percentile,Successful Long Balls (%) Percentile,Possessions Won Midfield per 90 Percentile,Chances Created per 90 Percentile,Expected Assists per 90 Percentile,Actual Assists per 90 Percentile,Successful Dribbles per 90 Percentile,Goals per 90 Percentile,Expected Goals per 90 Percentile,Shots per 90 Percentile,Shots on Target per 90 Percentile,Shot Accuracy (%) Percentile,Shot Conversion Rate (%) Percentile,Scouting_Score,Defensive_Defender_Tackles_per_90_Pct,Defensive_Defender_Tackle_Success_Rate_(%)_Pct,Defensive_Defender_Interceptions_per_90_Pct,Defensive_Defender_Clearances_per_90_Pct,Defensive_Defender_Blocks_per_90_Pct,Defensive Defender Score,Ball_Playing_Defender_Accurate_Passes_per_90_Pct,Ball_Playing_Defender_Pass_Success_(%)_Pct,Ball_Playing_Defender_Accurate_Long_Balls_per_90_Pct,Ball_Playing_Defender_Successful_Long_Balls_(%)_Pct,Ball Playing Defender Score,Ball_Winning_Midfielder_Tackles_per_90_Pct,Ball_Winning_Midfielder_Interceptions_per_90_Pct,Ball_Winning_Midfielder_Possessions_Won_Midfield_per_90_Pct,Ball Winning Midfielder Score,Creative_Midfielder_Chances_Created_per_90_Pct,Creative_Midfielder_Expected_Assists_per_90_Pct,Creative_Midfielder_Actual_Assists_per_90_Pct,Creative_Midfielder_Accurate_Passes_per_90_Pct,Creative_Midfielder_Successful_Dribbles_per_90_Pct,Creative Midfielder Score,Goal_Scorer_Goals_per_90_Pct,Goal_Scorer_Expected_Goals_per_90_Pct,Goal_Scorer_Shots_per_90_Pct,Goal_Scorer_Shots_on_Target_per_90_Pct,Goal_Scorer_Shot_Accuracy_(%)_Pct,Goal_Scorer_Shot_Conversion_Rate_(%)_Pct,Goal Scorer Score,Creative_Forward_Expected_Assists_per_90_Pct,Creative_Forward_Actual_Assists_per_90_Pct,Creative_Forward_Chances_Created_per_90_Pct,Creative_Forward_Successful_Dribbles_per_90_Pct,Creative Forward Score,Defensive Defender Metrics Available,Defensive Defender Eligible,Ball Playing Defender Metrics Available,Ball Playing Defender Eligible,Ball Winning Midfielder Metrics Available,Ball Winning Midfielder Eligible,Creative Midfielder Metrics Available,Creative Midfielder Eligible,Goal Scorer Metrics Available,Goal Scorer Eligible,Creative Forward Metrics Available,Creative Forward Eligible
Josko Gvardiol,Manchester City,1.6,63.1,59.1,88.3,2.0,1.0,4.0,,,1.0,65.0,1.0,26.0,2.1,1.0,0.08,0.0,3.2,2.8,0.12,0.8,,,4.0,1.0,27.0,0.5,43.8,0.5,12.0,,,1.0,0.9,7.53,0.0,0.7,2.9,,,1.3,60.0,1.0,2.1,4.0,0.0,18.0,0.7,1.2,3.0,2328,28,CRO,12.5,4.0,0.15,0.0,DF,21.0,Defender,9.0,7.0,1.2857142857142858,100.0,69.04761904761905,49.523809523809526,49.523809523809526,1.9047619047619049,45.23809523809524,84.76190476190476,79.04761904761905,41.42857142857143,94.76190476190476,,,,,,,,,,,,57.2,69.04761904761905,49.523809523809526,49.523809523809526,1.9047619047619049,45.23809523809524,43.0,84.76190476190476,79.04761904761905,41.42857142857143,94.76190476190476,75.0,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
José Sá,Wolverhampton Wanderers,,,15.8,59.2,,,,4.0,58.0,0.1,100.0,0.9,30.0,0.0,1.0,0.0,0.0,,,,,1.7,58.0,,,,,,,,,,,,6.73,1.0,,,4.0,134.0,,,1.0,0.0,,,1.0,0.0,,,3038,35,POR,,,,0.0,GK,30.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julián Álvarez,Manchester City,0.8,70.6,33.1,87.9,7.0,9.0,10.0,,,0.7,47.6,0.4,13.0,6.3,9.0,0.21,0.3,13.1,14.8,0.44,0.8,,,11.0,0.1,2.0,1.4,40.8,,,,,2.0,0.4,7.47,3.0,1.1,1.3,,,0.4,54.2,9.0,6.3,11.0,2.0,67.0,2.3,3.3,2.0,2657,36,ARG,11.2,11.0,0.37,0.0,"MF,FW",23.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,5.376344086021505,,1.6129032258064515,,,44.086021505376344,76.34408602150538,15.591397849462366,,2.6881720430107525,88.72549019607843,87.63440860215054,92.47311827956989,44.086021505376344,,,,,,,45.9,,,,,,,,,,,,5.376344086021505,1.6129032258064515,2.6881720430107525,3.2,88.72549019607843,87.63440860215054,92.47311827956989,44.086021505376344,44.086021505376344,71.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Justin Kluivert,Bournemouth,0.6,52.2,12.8,72.4,1.0,1.0,7.0,,,1.1,36.9,0.5,10.0,1.7,1.0,0.08,0.0,6.2,6.3,0.29,2.4,,,7.0,0.4,8.0,0.9,35.7,0.0,1.0,,,,,6.7,0.0,0.9,2.0,,,0.7,50.0,1.0,1.7,7.0,0.0,21.0,1.0,2.6,5.0,1934,32,NED,12.5,7.0,0.33,0.0,"MF,FW",24.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,16.129032258064516,,9.13978494623656,,,2.1505376344086025,4.301075268817205,12.365591397849462,,16.129032258064516,44.11764705882353,33.33333333333333,17.741935483870968,69.89247311827957,,,,,,,22.5,,,,,,,,,,,,16.129032258064516,9.13978494623656,16.129032258064516,13.8,44.11764705882353,33.33333333333333,17.741935483870968,2.1505376344086025,69.89247311827957,33.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Jérémy Doku,Manchester City,0.8,100.0,38.2,86.0,5.0,8.0,1.0,,,4.9,57.6,0.1,2.0,5.9,8.0,0.33,0.5,2.5,3.3,0.14,0.8,,,3.0,0.5,9.0,1.1,34.5,,,,,2.0,1.9,7.32,4.0,1.0,1.8,,,1.2,56.4,8.0,5.9,3.0,0.0,45.0,2.5,3.1,3.0,1593,29,BEL,5.5,3.0,0.17,0.0,"FW,MF",21.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,97.53086419753086,97.46835443037975,98.73417721518987,100.0,11.39240506329114,4.430379746835443,75.31645569620254,61.39240506329114,24.68354430379747,3.7037037037037033,57.5,,,,,,,,,,,,,,,,,,,,,,11.39240506329114,4.430379746835443,75.31645569620254,61.39240506329114,24.68354430379747,3.7037037037037033,30.2,97.46835443037975,98.73417721518987,97.53086419753086,100.0,98.4,,,,,,,,,6.0,True,4.0,True
Kai Havertz,Arsenal,0.3,47.1,25.8,81.1,8.0,7.0,13.0,,,0.5,45.7,0.8,22.0,4.3,7.0,0.15,0.2,12.3,11.2,0.42,1.7,,,13.0,0.7,20.0,1.0,40.6,0.0,1.0,,,1.0,1.5,7.3,4.0,0.9,1.9,,,0.5,42.9,7.0,4.3,13.0,1.0,46.0,1.6,2.4,11.0,2639,37,GER,18.8,13.0,0.44,0.0,"MF,FW",24.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,8.60215053763441,,35.483870967741936,,,22.58064516129032,34.40860215053764,2.1505376344086025,,12.903225806451612,74.50980392156863,70.96774193548387,78.49462365591397,27.956989247311824,,,,,,,36.8,,,,,,,,,,,,8.60215053763441,35.483870967741936,12.903225806451612,19.0,74.50980392156863,70.96774193548387,78.49462365591397,22.58064516129032,27.956989247311824,54.9,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Kaoru Mitoma,Brighton and Hove Albion,0.3,45.5,30.1,83.4,6.0,4.0,6.0,,,2.4,47.0,0.7,11.0,3.6,4.0,0.21,0.2,3.5,5.3,0.21,0.8,,,3.0,0.3,5.0,0.9,44.1,0.1,1.0,,,,,7.23,1.0,0.8,2.2,,,0.4,46.2,4.0,3.6,3.0,0.0,25.0,1.5,2.1,4.0,1488,19,JPN,8.8,3.0,0.18,0.0,FW,26.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,65.4320987654321,82.91139240506328,62.65822784810127,94.9367088607595,13.924050632911392,22.78481012658228,29.746835443037973,37.9746835443038,68.35443037974683,17.28395061728395,49.6,,,,,,,,,,,,,,,,,,,,,,13.924050632911392,22.78481012658228,29.746835443037973,37.9746835443038,68.35443037974683,17.28395061728395,31.7,82.91139240506328,62.65822784810127,65.4320987654321,94.9367088607595,76.5,,,,,,,,,6.0,True,4.0,True
Keane Lewis-Potter,Brentford,0.6,33.3,17.3,77.4,3.0,1.0,12.0,,,1.3,38.9,1.2,20.0,2.0,1.0,0.12,0.1,6.3,6.4,0.4,0.6,,,3.0,0.4,7.0,1.4,51.2,0.1,2.0,,,,,6.63,0.0,0.6,1.6,,,0.4,41.2,1.0,2.0,3.0,0.0,13.0,0.8,2.7,0.0,1441,30,ENG,7.0,3.0,0.19,,"FW,DF",22.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,14.19753086419753,48.734177215189874,32.91139240506329,50.0,17.72151898734177,66.45569620253164,63.92405063291139,85.44303797468355,86.70886075949366,8.641975308641975,47.5,,,,,,,,,,,,,,,,,,,,,,17.72151898734177,66.45569620253164,63.92405063291139,85.44303797468355,86.70886075949366,8.641975308641975,54.8,48.734177215189874,32.91139240506329,14.19753086419753,50.0,36.5,,,,,,,,,6.0,True,4.0,True
Kevin De Bruyne,Manchester City,,,,,21.0,10.0,1.0,,,,,,,7.1,10.0,,,2.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.1,4.0,0.0,59.0,4.3,,,1227,18,BEL,9.1,4.0,,0.0,MF,32.0,Midfielder,1.0,7.0,0.14285714285714285,10.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,0.0,False,1.0,False,,,,
Kieran Trippier,Newcastle United,3.2,44.6,54.9,79.7,13.0,10.0,,,,0.6,72.7,1.9,47.0,7.1,10.0,0.28,0.4,0.7,1.2,0.03,1.1,,,1.0,1.0,24.0,0.1,25.0,0.3,8.0,,,,,7.35,4.0,0.5,2.6,,,1.1,47.4,10.0,7.1,1.0,0.0,65.0,2.6,0.3,5.0,2240,28,ENG,12.5,1.0,0.04,0.0,DF,32.0,Defender,9.0,7.0,1.2857142857142858,100.0,52.85714285714286,5.714285714285714,49.523809523809526,15.714285714285714,20.952380952380953,76.19047619047619,36.666666666666664,80.95238095238095,64.76190476190476,,,,,,,,,,,,44.8,52.85714285714286,5.714285714285714,49.523809523809526,15.714285714285714,20.952380952380953,29.0,76.19047619047619,36.666666666666664,80.95238095238095,64.76190476190476,64.6,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Kobbie Mainoo,Manchester United,1.0,52.5,34.7,86.7,,,,,,1.4,58.5,1.3,27.0,1.6,1.0,0.08,0.0,0.9,1.7,0.04,0.7,,,3.0,1.0,22.0,0.2,45.5,0.6,12.0,,,,,6.95,0.0,0.3,2.6,,,1.3,57.4,1.0,1.6,3.0,0.0,15.0,0.7,0.5,3.0,1939,24,ENG,27.3,3.0,0.14,0.0,MF,18.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,61.82795698924731,,58.06451612903226,,,47.31182795698925,66.66666666666666,22.58064516129032,,52.1505376344086,24.019607843137255,33.33333333333333,17.741935483870968,85.48387096774194,,,,,,,46.9,,,,,,,,,,,,61.82795698924731,58.06451612903226,52.1505376344086,57.3,24.019607843137255,33.33333333333333,17.741935483870968,47.31182795698925,85.48387096774194,41.6,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Konstantinos Mavropanos,West Ham United,2.4,33.9,28.8,76.7,,,1.0,,,0.1,50.0,4.7,78.0,0.1,0.0,0.01,0.0,1.4,0.6,0.08,0.9,,,1.0,1.4,23.0,0.2,25.0,0.8,13.0,,,,,,,0.1,1.8,,,1.0,57.1,,,1.0,0.0,3.0,0.2,0.7,2.0,1501,19,GRE,8.3,1.0,0.06,0.0,DF,25.0,Defender,9.0,7.0,1.2857142857142858,100.0,44.285714285714285,33.80952380952381,85.23809523809524,87.14285714285714,70.47619047619048,25.71428571428571,16.666666666666664,68.57142857142857,22.857142857142858,,,,,,,,,,,,50.5,44.285714285714285,33.80952380952381,85.23809523809524,87.14285714285714,70.47619047619048,64.2,25.71428571428571,16.666666666666664,68.57142857142857,22.857142857142858,33.5,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Kristoffer Vassbakk Ajer,Brentford,1.5,36.0,26.9,75.9,5.0,1.0,,,,0.5,83.3,3.8,78.0,2.7,1.0,0.13,0.0,1.3,1.4,0.06,1.2,,,2.0,1.2,25.0,0.2,33.3,0.5,11.0,,,,,6.69,0.0,0.0,1.0,,,1.0,55.3,1.0,2.7,2.0,0.0,12.0,0.6,0.6,5.0,1833,28,NOR,16.7,2.0,0.1,0.0,DF,25.0,Defender,9.0,7.0,1.2857142857142858,100.0,44.285714285714285,27.61904761904762,71.9047619047619,70.0,45.23809523809524,20.952380952380953,12.857142857142856,35.23809523809524,27.61904761904762,,,,,,,,,,,,39.5,44.285714285714285,27.61904761904762,71.9047619047619,70.0,45.23809523809524,51.8,20.952380952380953,12.857142857142856,35.23809523809524,27.61904761904762,24.2,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Kurt Zouma,West Ham United,2.2,39.7,30.4,83.9,,,,,,0.1,66.7,5.0,158.0,0.1,0.0,0.0,0.0,1.8,2.5,0.06,0.8,,,3.0,0.9,29.0,0.2,43.8,0.9,28.0,1.0,33.0,,,6.54,0.0,,,,,0.5,73.9,,,3.0,0.0,4.0,0.1,0.5,3.0,2838,33,FRA,18.8,3.0,0.1,0.0,DF,28.0,Defender,9.0,7.0,1.2857142857142858,100.0,2.380952380952381,98.09523809523809,35.23809523809524,92.85714285714286,78.57142857142857,29.523809523809526,56.19047619047619,62.857142857142854,45.714285714285715,,,,,,,,,,,,55.7,2.380952380952381,98.09523809523809,35.23809523809524,92.85714285714286,78.57142857142857,61.4,29.523809523809526,56.19047619047619,62.857142857142854,45.714285714285715,48.6,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Kyle Walker,Manchester City,2.5,56.5,62.8,90.4,7.0,4.0,,,,0.7,65.6,1.1,35.0,3.2,4.0,0.11,0.1,0.4,0.2,0.01,0.7,,,,0.9,27.0,0.1,18.8,0.2,6.0,,,,,7.36,0.0,0.4,2.2,,,0.8,63.2,4.0,3.2,,,25.0,0.8,0.5,2.0,2767,32,ENG,0.0,0.0,0.0,0.0,DF,33.0,Defender,9.0,7.0,1.2857142857142858,100.0,24.761904761904763,69.52380952380952,35.23809523809524,3.8095238095238098,10.476190476190476,85.71428571428571,86.66666666666667,71.42857142857143,86.66666666666667,,,,,,,,,,,,52.7,24.761904761904763,69.52380952380952,35.23809523809524,3.8095238095238098,10.476190476190476,28.8,85.71428571428571,86.66666666666667,71.42857142857143,86.66666666666667,82.6,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Leandro Trossard,Arsenal,1.0,56.3,26.1,78.7,3.0,1.0,7.0,,,1.4,61.0,0.3,5.0,3.2,1.0,0.17,0.1,7.9,10.6,0.43,0.8,,,12.0,0.4,8.0,1.2,36.7,0.1,1.0,,,1.0,1.1,7.01,1.0,0.7,3.1,,,0.9,59.3,1.0,3.2,12.0,0.0,24.0,1.3,3.3,2.0,1646,34,BEL,20.0,12.0,0.66,0.0,"FW,MF",28.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,55.55555555555556,68.9873417721519,32.91139240506329,54.43037974683544,90.50632911392405,73.41772151898735,84.81012658227847,70.88607594936708,31.645569620253166,83.9506172839506,64.7,,,,,,,,,,,,,,,,,,,,,,90.50632911392405,73.41772151898735,84.81012658227847,70.88607594936708,31.645569620253166,83.9506172839506,72.5,68.9873417721519,32.91139240506329,55.55555555555556,54.43037974683544,53.0,,,,,,,,,6.0,True,4.0,True
Leon Bailey,Aston Villa,1.2,65.9,23.8,78.2,12.0,9.0,1.0,,,2.5,53.3,0.2,4.0,7.3,9.0,0.32,0.4,6.3,6.2,0.27,1.1,,,10.0,0.4,9.0,0.8,34.0,0.0,1.0,,,,,7.14,4.0,0.6,1.5,,,0.3,53.8,9.0,7.3,10.0,0.0,52.0,2.3,2.3,5.0,2072,35,JAM,18.9,10.0,0.43,0.0,"MF,FW",25.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,2.1505376344086025,,9.13978494623656,,,16.129032258064516,16.129032258064516,31.182795698924732,,4.838709677419355,88.72549019607843,99.46236559139786,98.38709677419355,97.84946236559139,,,,,,,46.4,,,,,,,,,,,,2.1505376344086025,9.13978494623656,4.838709677419355,5.4,88.72549019607843,99.46236559139786,98.38709677419355,16.129032258064516,97.84946236559139,80.1,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Levi Colwill,Chelsea,2.2,38.4,43.9,83.4,3.0,1.0,,,,0.5,69.2,3.2,64.0,0.5,1.0,0.03,0.1,1.3,1.7,0.06,1.3,,,1.0,1.3,26.0,0.2,27.3,0.5,10.0,,,,,7.1,2.0,0.2,1.7,,,1.5,62.5,1.0,0.5,1.0,0.0,7.0,0.4,0.6,2.0,1798,23,ENG,9.1,1.0,0.05,0.0,DF,20.0,Defender,9.0,7.0,1.2857142857142858,100.0,83.33333333333334,65.71428571428571,79.04761904761905,64.28571428571429,45.23809523809524,59.04761904761905,53.80952380952381,62.857142857142854,39.04761904761905,,,,,,,,,,,,61.4,83.33333333333334,65.71428571428571,79.04761904761905,64.28571428571429,45.23809523809524,67.5,59.04761904761905,53.80952380952381,62.857142857142854,39.04761904761905,53.7,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Lewis Cook,Bournemouth,1.6,38.3,35.2,81.2,3.0,3.0,,,,0.7,60.0,1.4,43.0,3.0,3.0,0.1,0.1,0.4,0.4,0.01,1.3,,,,2.1,65.0,0.1,33.3,0.4,11.0,,,,,7.1,2.0,0.7,3.4,,,1.3,67.2,3.0,3.0,,,46.0,1.5,0.4,5.0,2792,33,ENG,0.0,0.0,0.0,1.0,MF,26.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,61.82795698924731,,100.0,,,49.46236559139785,36.02150537634409,51.61290322580645,,84.94623655913979,69.6078431372549,47.31182795698925,51.61290322580645,44.086021505376344,,,,,,,59.6,,,,,,,,,,,,61.82795698924731,100.0,84.94623655913979,82.3,69.6078431372549,47.31182795698925,51.61290322580645,49.46236559139785,44.086021505376344,52.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Lewis Dunk,Brighton and Hove Albion,4.7,55.2,93.1,92.5,1.0,1.0,1.0,,,0.2,71.4,2.8,88.0,2.2,1.0,0.07,0.0,3.1,3.6,0.1,0.7,,,3.0,1.0,31.0,0.4,36.4,1.2,37.0,1.0,33.0,,,6.91,0.0,,,,,0.4,51.9,1.0,2.2,3.0,0.0,13.0,0.4,1.0,7.0,2872,33,ENG,9.1,3.0,0.09,1.0,DF,31.0,Defender,9.0,7.0,1.2857142857142858,100.0,0.9523809523809524,15.238095238095239,49.523809523809526,51.42857142857142,94.76190476190476,100.0,92.85714285714286,95.23809523809523,83.80952380952381,,,,,,,,,,,,64.9,0.9523809523809524,15.238095238095239,49.523809523809526,51.42857142857142,94.76190476190476,42.4,100.0,92.85714285714286,95.23809523809523,83.80952380952381,93.0,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Lewis Miley,Newcastle United,,,,,3.0,3.0,1.0,,,,,,,1.4,3.0,,,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.4,1.0,0.0,12.0,0.9,,,1205,17,ENG,7.7,1.0,,0.0,MF,17.0,Midfielder,1.0,7.0,0.14285714285714285,10.0,,,,,,,,,,,35.78431372549019,,,,,,,,,,,,,,,,,,,,,,,,,,35.78431372549019,,,,,,,,,,,,,,,,,,,,,,0.0,False,1.0,False,,,,
Lloyd Kelly,Bournemouth,3.2,36.2,34.6,77.6,2.0,1.0,1.0,,,0.1,100.0,3.4,59.0,0.8,1.0,0.05,0.1,0.3,0.7,0.02,1.0,,,,0.8,13.0,0.1,25.0,0.7,12.0,1.0,23.0,,,6.67,1.0,0.3,3.1,,,1.1,79.2,1.0,0.8,,,9.0,0.5,0.2,2.0,1556,23,ENG,0.0,0.0,0.0,0.0,DF,24.0,Defender,9.0,7.0,1.2857142857142858,100.0,52.85714285714286,100.0,22.857142857142858,66.19047619047619,62.38095238095238,40.0,24.285714285714285,80.95238095238095,29.04761904761905,,,,,,,,,,,,53.2,52.85714285714286,100.0,22.857142857142858,66.19047619047619,62.38095238095238,60.9,40.0,24.285714285714285,80.95238095238095,29.04761904761905,43.6,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Lorenz Assignon,Burnley,,,,,3.0,2.0,,,,,,,,1.6,2.0,,,0.4,0.8,,,,,,,,,,,,2.0,15.0,,,,,,,,,,,2.0,1.6,1.0,0.0,13.0,0.9,,3.0,1237,15,FRA,,1.0,,1.0,DF,23.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Luca Koleosho,Burnley,,,,,2.0,1.0,3.0,,,,,,,1.1,1.0,,,2.0,0.6,,,,,,,,,,,,,,1.0,1.2,,,,,,,,,1.0,1.1,1.0,0.0,11.0,1.0,,,984,15,USA,4.4,1.0,,,"MF,FW",18.0,Midfielder,1.0,7.0,0.14285714285714285,10.0,,,,,,,,,,,44.11764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,44.11764705882353,,,,,,,,,,,,,,,,,,,,,,0.0,False,1.0,False,,,,
Lucas Digne,Aston Villa,0.8,36.2,30.8,81.4,5.0,3.0,,,,0.4,38.5,2.3,61.0,3.6,3.0,0.13,0.1,1.1,1.3,0.04,1.1,,,1.0,1.0,26.0,0.1,20.0,0.1,2.0,,,,,6.86,0.0,0.3,0.9,,,0.7,40.4,3.0,3.6,1.0,0.0,38.0,1.4,0.7,7.0,2410,33,FRA,5.0,1.0,0.04,0.0,DF,30.0,Defender,9.0,7.0,1.2857142857142858,100.0,13.333333333333334,0.9523809523809524,49.523809523809526,28.095238095238095,2.857142857142857,30.476190476190478,43.80952380952381,5.714285714285714,29.04761904761905,,,,,,,,,,,,22.6,13.333333333333334,0.9523809523809524,49.523809523809526,28.095238095238095,2.857142857142857,19.0,30.476190476190478,43.80952380952381,5.714285714285714,29.04761904761905,27.3,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Lucas Paquetá,West Ham United,2.4,53.0,36.3,75.2,12.0,6.0,3.0,,,1.4,58.6,0.9,25.0,5.1,6.0,0.17,0.2,5.4,3.7,0.18,1.6,,,4.0,0.7,21.0,0.4,26.2,0.0,1.0,,,,,7.31,4.0,1.0,2.5,,,1.6,67.6,6.0,5.1,4.0,2.0,43.0,1.5,1.4,10.0,2634,31,BRA,9.5,4.0,0.14,0.0,"FW,MF",25.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,65.4320987654321,68.9873417721519,62.65822784810127,54.43037974683544,8.860759493670885,12.658227848101266,3.1645569620253164,1.89873417721519,6.962025316455696,24.074074074074073,30.9,,,,,,,,,,,,,,,,,,,,,,8.860759493670885,12.658227848101266,3.1645569620253164,1.89873417721519,6.962025316455696,24.074074074074073,9.6,68.9873417721519,62.65822784810127,65.4320987654321,54.43037974683544,62.9,,,,,,,,,6.0,True,4.0,True
Luis Diaz,Liverpool,1.5,78.6,29.6,85.3,5.0,5.0,13.0,,,2.3,54.0,0.2,7.0,4.7,5.0,0.16,0.2,11.9,8.8,0.4,1.8,,,8.0,0.1,3.0,1.1,34.0,,,,,1.0,1.4,7.31,2.0,0.8,2.0,,,0.9,71.4,5.0,4.7,8.0,0.0,64.0,2.2,3.2,3.0,2646,37,COL,8.5,8.0,0.27,0.0,FW,26.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,88.88888888888889,64.55696202531645,62.65822784810127,93.0379746835443,37.9746835443038,66.45569620253164,79.11392405063292,61.39240506329114,20.253164556962027,16.049382716049383,59.0,,,,,,,,,,,,,,,,,,,,,,37.9746835443038,66.45569620253164,79.11392405063292,61.39240506329114,20.253164556962027,16.049382716049383,46.9,64.55696202531645,62.65822784810127,88.88888888888889,93.0379746835443,77.3,,,,,,,,,6.0,True,4.0,True
Luke Shaw,Manchester United,,,,,1.0,0.0,,,,,,,,0.9,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.2,,,962,12,ENG,,0.0,,0.0,DF,28.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Luke Thomas,Sheffield United,,,,,,,1.0,,,,,,,0.2,0.0,,,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.2,,,918,12,ENG,0.0,0.0,,0.0,DF,22.0,Defender,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,False,0.0,False,,,,,,,,
Lyle Foster,Burnley,0.5,76.9,14.5,68.1,1.0,3.0,6.0,,,0.9,51.4,1.6,33.0,1.3,3.0,0.06,0.1,4.5,6.2,0.21,1.1,,,5.0,0.1,3.0,0.8,50.0,0.1,3.0,,,,,6.63,0.0,0.4,1.2,,,0.5,52.6,3.0,1.3,5.0,0.0,19.0,0.9,1.6,0.0,1906,24,RSA,14.7,5.0,0.24,1.0,"FW,MF",22.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,19.753086419753085,17.72151898734177,32.91139240506329,24.68354430379747,29.11392405063291,22.78481012658228,6.962025316455696,25.949367088607595,84.17721518987342,55.55555555555556,32.0,,,,,,,,,,,,,,,,,,,,,,29.11392405063291,22.78481012658228,6.962025316455696,25.949367088607595,84.17721518987342,55.55555555555556,37.4,17.72151898734177,32.91139240506329,19.753086419753085,24.68354430379747,23.8,,,,,,,,,6.0,True,4.0,True
